Code,Name,F-Score,Timing_Score,Combined_Score,Rating,Recommendation,Current_Price,Change_30D,Signals,ROA
031440,신세계푸드,5,4.5,72.5,C (보통),관망 ⭐,39850,-4.21,"단기 정배열 (5>20), RSI 61.6 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",7.68
067290,JW신약,5,4.5,72.5,C (보통),관망 ⭐,1439,-2.9,"단기 정배열 (5>20), RSI 54.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.1
007660,이수페타시스,5,4.5,72.5,C (보통),관망 ⭐,119600,58.83,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",13.75
259630,엠플러스,6,2.5,72.5,D (부진),매수 보류,15350,2.81,"20일선 > 60일선 (상승 추세), RSI 49.9 (중립 구간), MACD 0선 위 (상승 추세)",6.84
252500,세화피앤씨,6,2.5,72.5,D (부진),매수 보류,808,-10.52,"RSI 41.7 (중립 구간), 거래량 급증 (4.8배) ⭐",7.25
051500,CJ프레시웨이,5,4.5,72.5,C (보통),관망 ⭐,27200,-3.89,"단기 정배열 (5>20), RSI 57.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐",3.11
003720,삼영,5,4.5,72.5,C (보통),관망 ⭐,5470,12.21,"단기 정배열 (5>20), RSI 60.5 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",6.1
002810,삼영무역,5,4.5,72.5,C (보통),관망 ⭐,15900,2.98,"단기 정배열 (5>20), RSI 62.5 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",8.59
002170,삼양통상,5,4.5,72.5,C (보통),관망 ⭐,52500,-4.72,"단기 정배열 (5>20), RSI 47.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐",2.42
025560,미래산업,4,6.5,72.5,B (우수),매수 고려 ⭐⭐,13620,27.41,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 64.8 (상승 모멘텀)",5.02
377740,바이오노트,5,4.5,72.5,C (보통),관망 ⭐,5710,-3.38,"단기 정배열 (5>20), RSI 55.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐",3.26
003520,영진약품,5,4.5,72.5,C (보통),관망 ⭐,2035,3.3,"골든크로스 발생 (최근 5일 이내) ⭐, RSI 53.6 (중립 구간), 거래량 증가 (1.5배)",0.51
035810,이지홀딩스,4,6.5,72.5,B (우수),매수 고려 ⭐⭐,4390,15.37,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",1.23
322310,오로스테크놀로지,6,2.5,72.5,D (부진),매수 보류,25550,-10.51,"20일선 > 60일선 (상승 추세), RSI 45.1 (중립 구간), 거래량 정상 (1.0배)",7.37
114450,그린생명과학,5,4.5,72.5,C (보통),관망 ⭐,3945,48.03,"단기 정배열 (5>20), MACD > Signal & 양전환 ⭐⭐, 거래량 급증 (7.1배) ⭐",3.56
000880,한화,6,2.5,72.5,D (부진),매수 보류,91900,7.11,"20일선 > 60일선 (상승 추세), RSI 50.4 (중립 구간), MACD 0선 위 (상승 추세)",0.72
113810,디젠스,6,2.5,72.5,D (부진),매수 보류,882,11.36,"20일선 > 60일선 (상승 추세), RSI 51.1 (중립 구간), MACD 0선 위 (상승 추세)",7.54
009540,HD한국조선해양,6,2.5,72.5,D (부진),매수 보류,426000,5.71,"20일선 > 60일선 (상승 추세), RSI 47.4 (중립 구간), MACD 0선 위 (상승 추세)",6.98
102710,이엔에프테크놀로지,6,2.5,72.5,D (부진),매수 보류,46500,-13.89,"20일선 > 60일선 (상승 추세), RSI 39.4 (과매도 탈출), 거래량 정상 (1.4배)",7.91
010620,HD현대미포,6,2.5,72.5,D (부진),매수 보류,211500,6.55,"20일선 > 60일선 (상승 추세), RSI 46.7 (중립 구간), MACD 0선 위 (상승 추세)",6.18
267260,HD현대일렉트릭,5,4.5,72.5,C (보통),관망 ⭐,848000,44.46,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 60.7 (상승 모멘텀)",14.77
049720,고려신용정보,6,2.5,72.5,D (부진),매수 보류,10580,0.0,"20일선 > 60일선 (상승 추세), RSI 52.0 (중립 구간), 볼린저 중심선 위",13.55
018120,진로발효,5,4.5,72.5,C (보통),관망 ⭐,18800,-2.08,"RSI 59.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.8배)",10.75
001380,SG글로벌,4,6.5,72.5,B (우수),매수 고려 ⭐⭐,1778,6.09,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 60.1 (상승 모멘텀)",3.15
036530,SNT홀딩스,5,4.5,72.5,C (보통),관망 ⭐,66100,-10.92,"RSI 50.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (2.0배)",8.07
281820,케이씨텍,4,6.5,72.5,B (우수),매수 고려 ⭐⭐,43100,11.37,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 61.9 (상승 모멘텀)",9.0
252990,샘씨엔에스,5,4.5,72.5,C (보통),관망 ⭐,7490,7.77,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 55.3 (중립 구간)",1.49
010120,LS ELECTRIC,5,4.5,72.5,C (보통),관망 ⭐,489000,75.58,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",5.99
004800,효성,4,6.5,72.5,B (우수),매수 고려 ⭐⭐,151500,75.55,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 64.9 (상승 모멘텀)",7.23
042500,링네트,5,4.5,72.5,C (보통),관망 ⭐,3925,-1.13,"단기 정배열 (5>20), RSI 59.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.73
023530,롯데쇼핑,5,4.5,72.5,C (보통),관망 ⭐,71800,0.84,"단기 정배열 (5>20), RSI 64.6 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",0.28
017180,명문제약,5,4.5,72.5,C (보통),관망 ⭐,1698,-0.64,"단기 정배열 (5>20), RSI 61.0 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",-1.47
032350,롯데관광개발,5,4.5,72.5,C (보통),관망 ⭐,18940,2.38,"20일선 > 60일선 (상승 추세), RSI 55.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐",0.11
417500,제이아이테크,5,4.5,72.5,C (보통),관망 ⭐,3220,-2.57,"RSI 50.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.6배)",6.64
285130,SK케미칼,5,4.5,72.5,C (보통),관망 ⭐,76000,25.21,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",1.27
032850,비트컴퓨터,5,4.5,72.5,C (보통),관망 ⭐,4865,-3.47,"단기 정배열 (5>20), RSI 54.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",9.42
417970,모델솔루션,5,4.5,72.5,C (보통),관망 ⭐,20600,62.85,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",5.86
303360,프로티아,5,4.0,70.0,C (보통),관망 ⭐,5070,6.4,"단기 정배열 (5>20), RSI 55.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.6
187270,신화콘텍,5,4.0,70.0,C (보통),관망 ⭐,3365,-2.18,"RSI 48.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",7.72
030520,한글과컴퓨터,5,4.0,70.0,C (보통),관망 ⭐,25400,-3.05,"RSI 53.7 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.3배)",5.75
097950,CJ제일제당,5,4.0,70.0,C (보통),관망 ⭐,232500,-0.64,"RSI 52.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.0배)",1.72
004590,한국가구,5,4.0,70.0,C (보통),관망 ⭐,5240,0.96,"단기 정배열 (5>20), RSI 62.0 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",6.69
032940,원익,5,4.0,70.0,C (보통),관망 ⭐,8720,28.61,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 58.4 (중립 구간)",5.9
241770,메카로,5,4.0,70.0,C (보통),관망 ⭐,26450,34.81,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.1 (상승 모멘텀)",2.65
215200,메가스터디교육,5,4.0,70.0,C (보통),관망 ⭐,44650,-5.5,"단기 정배열 (5>20), RSI 58.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐",10.73
205100,엑셈,5,4.0,70.0,C (보통),관망 ⭐,2250,-7.79,"단기 정배열 (5>20), RSI 52.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐",7.28
107590,미원홀딩스,6,2.0,70.0,D (부진),매수 보류,67200,-7.18,"RSI 30.9 (과매도 탈출), 볼린저 하단 반등 ⭐",5.91
000640,동아쏘시오홀딩스,6,2.0,70.0,D (부진),매수 보류,108100,-6.73,"RSI 48.3 (중립 구간), 거래량 정상 (1.3배), 볼린저 중심선 위",4.01
213500,한솔제지,5,4.0,70.0,C (보통),관망 ⭐,8290,-4.6,"RSI 50.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.5배)",0.57
950210,프레스티지바이오파마,5,4.0,70.0,C (보통),관망 ⭐,12630,-7.74,"RSI 48.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.0배)",0.56
012700,리드코프,5,4.0,70.0,C (보통),관망 ⭐,3860,-3.62,"RSI 48.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",1.07
089970,브이엠,5,4.0,70.0,C (보통),관망 ⭐,26000,46.64,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 67.7 (상승 모멘텀)",10.2
002290,삼일기업공사,5,4.0,70.0,C (보통),관망 ⭐,3650,5.19,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.9 (상승 모멘텀)",6.74
073490,이노와이어리스,5,4.0,70.0,C (보통),관망 ⭐,23800,12.8,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 58.0 (중립 구간)",2.69
137310,에스디바이오센서,5,4.0,70.0,C (보통),관망 ⭐,9800,-5.41,"RSI 50.2 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.5배)",-2.52
008370,원풍,5,4.0,70.0,C (보통),관망 ⭐,5230,4.91,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.3 (상승 모멘텀)",7.22
031330,에스에이엠티,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,3960,18.74,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 67.2 (상승 모멘텀)",6.53
250060,모비스,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,2880,6.47,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.4 (중립 구간)",18.36
011690,와이투솔루션,6,2.0,70.0,D (부진),매수 보류,2840,-17.08,"RSI 32.1 (과매도 탈출), 볼린저 하단 반등 ⭐",5.28
363280,티와이홀딩스,5,4.0,70.0,C (보통),관망 ⭐,2695,-3.23,"RSI 45.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.3배)",-6.56
053280,예스24,5,4.0,70.0,C (보통),관망 ⭐,3825,-0.78,"RSI 54.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.4배)",0.25
234080,JW생명과학,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,14320,15.3,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 69.3 (상승 모멘텀)",13.53
453340,현대그린푸드,5,4.0,70.0,C (보통),관망 ⭐,16860,10.92,"단기 정배열 (5>20), RSI 67.4 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",8.82
108380,대양전기공업,5,4.0,70.0,C (보통),관망 ⭐,29800,9.96,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 54.2 (중립 구간)",6.46
066620,국보디자인,5,4.0,70.0,C (보통),관망 ⭐,22050,3.28,"단기 정배열 (5>20), RSI 66.5 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",9.53
041960,코미팜,5,4.0,70.0,C (보통),관망 ⭐,6220,-3.72,"RSI 51.2 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",11.97
002990,금호건설,5,4.0,70.0,C (보통),관망 ⭐,3655,-2.79,"RSI 56.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.3배)",1.29
058650,세아홀딩스,5,4.0,70.0,C (보통),관망 ⭐,116600,-5.2,"RSI 43.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.7배)",1.52
019440,세아특수강,5,4.0,70.0,C (보통),관망 ⭐,16000,1.27,"골든크로스 발생 (최근 5일 이내) ⭐, RSI 53.1 (중립 구간), MACD 0선 위 (상승 추세)",1.65
007390,네이처셀,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,26950,32.43,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 66.3 (상승 모멘텀)",1.67
072870,메가스터디,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,11500,2.22,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 66.3 (상승 모멘텀)",3.49
020710,시공테크,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,4160,8.19,"20일선 > 60일선 (상승 추세), RSI 62.1 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",13.42
075580,세진중공업,6,2.0,70.0,D (부진),매수 보류,19310,-6.03,"20일선 > 60일선 (상승 추세), RSI 41.4 (중립 구간)",6.3
090430,아모레퍼시픽,5,4.0,70.0,C (보통),관망 ⭐,126300,0.64,"단기 정배열 (5>20), RSI 59.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",4.46
008700,아남전자,5,4.0,70.0,C (보통),관망 ⭐,1320,0.23,"RSI 56.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.3배)",4.34
012280,영화금속,5,4.0,70.0,C (보통),관망 ⭐,910,4.24,"골든크로스 발생 (최근 5일 이내) ⭐, RSI 52.9 (중립 구간), MACD 0선 위 (상승 추세)",4.01
005670,푸드웰,6,2.0,70.0,D (부진),매수 보류,8150,9.84,"20일선 > 60일선 (상승 추세), RSI 52.5 (중립 구간)",4.61
012510,더존비즈온,5,4.0,70.0,C (보통),관망 ⭐,93100,2.76,"20일선 > 60일선 (상승 추세), RSI 55.7 (중립 구간), MACD 0선 위 (상승 추세)",7.08
241710,코스메카코리아,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,75100,10.12,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 59.9 (중립 구간)",9.5
053210,스카이라이프,5,4.0,70.0,C (보통),관망 ⭐,5420,7.75,"단기 정배열 (5>20), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.8배)",2.39
000070,삼양홀딩스,5,4.0,70.0,C (보통),관망 ⭐,104600,14.95,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 64.7 (상승 모멘텀)",1.69
032300,한국파마,5,4.0,70.0,C (보통),관망 ⭐,13590,-3.55,"RSI 55.8 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",3.38
038530,케이바이오,5,4.0,70.0,C (보통),관망 ⭐,261,2.76,"단기 정배열 (5>20), RSI 56.8 (중립 구간), MACD > Signal & 양전환 ⭐⭐",-8.54
241690,유니테크노,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,3950,22.29,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",4.59
110020,전진바이오팜,5,4.0,70.0,C (보통),관망 ⭐,3000,9.49,"단기 정배열 (5>20), RSI 56.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐",22.75
024090,디씨엠,5,4.0,70.0,C (보통),관망 ⭐,11950,-0.17,"단기 정배열 (5>20), RSI 51.7 (중립 구간), MACD > Signal & 양전환 ⭐⭐",6.44
131290,티에스이,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,54500,5.83,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 59.2 (중립 구간)",5.81
178920,PI첨단소재,6,2.0,70.0,D (부진),매수 보류,18120,6.09,"20일선 > 60일선 (상승 추세), RSI 52.8 (중립 구간)",4.44
272110,케이엔제이,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,28750,-0.69,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.3 (상승 모멘텀)",10.97
123420,위메이드플레이,5,4.0,70.0,C (보통),관망 ⭐,9170,-3.47,"RSI 53.2 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.4배)",6.06
045100,한양이엔지,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,20450,3.81,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 55.8 (중립 구간)",8.41
002960,한국쉘석유,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,461000,13.27,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 69.6 (상승 모멘텀)",19.18
007980,TP,5,4.0,70.0,C (보통),관망 ⭐,1739,-1.47,"RSI 54.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",2.98
033530,SJG세종,5,4.0,70.0,C (보통),관망 ⭐,8620,36.83,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 58.2 (중립 구간)",5.72
035420,NAVER,5,4.0,70.0,C (보통),관망 ⭐,263500,3.74,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 53.4 (중립 구간)",5.29
083420,그린케미칼,5,4.0,70.0,C (보통),관망 ⭐,6970,-5.68,"RSI 52.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",4.0
012030,DB,5,4.0,70.0,C (보통),관망 ⭐,1495,-4.17,"RSI 54.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",10.67
049470,비트플래닛,5,4.0,70.0,C (보통),관망 ⭐,1665,-42.29,"RSI 30.5 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐, 볼린저 하단 반등 ⭐",-2.62
024830,세원물산,5,4.0,70.0,C (보통),관망 ⭐,10430,-2.52,"RSI 57.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",4.63
032790,엠젠솔루션,5,4.0,70.0,C (보통),관망 ⭐,1029,5.0,"단기 정배열 (5>20), RSI 64.1 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",4.06
036170,에이치엠넥스,5,4.0,70.0,C (보통),관망 ⭐,860,-2.27,"RSI 54.2 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",4.4
079810,디이엔티,6,2.0,70.0,D (부진),매수 보류,6150,0.33,"20일선 > 60일선 (상승 추세), RSI 46.6 (중립 구간)",7.66
187790,나노,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,3240,61.6,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",3.1
025530,SJM홀딩스,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,3830,5.08,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 67.6 (상승 모멘텀)",5.76
036460,한국가스공사,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,42850,9.45,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 61.0 (상승 모멘텀)",1.51
199800,툴젠,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,70200,84.01,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 63.4 (상승 모멘텀)",8.21
073240,금호타이어,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,5510,14.2,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",4.38
039840,디오,6,2.0,70.0,D (부진),매수 보류,16960,-3.47,"RSI 50.1 (중립 구간), 거래량 정상 (1.0배), 볼린저 중심선 위",1.54
042670,HD현대인프라코어,6,2.0,70.0,D (부진),매수 보류,14020,-10.24,"20일선 > 60일선 (상승 추세), RSI 40.5 (중립 구간)",4.05
006260,LS,5,4.0,70.0,C (보통),관망 ⭐,213500,29.0,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.9 (중립 구간)",2.48
389470,인벤티지랩,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,63200,37.24,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",-23.51
003350,한국화장품제조,6,2.0,70.0,D (부진),매수 보류,50000,-14.38,"RSI 34.2 (과매도 탈출), 볼린저 하단 반등 ⭐",21.13
109070,주성코퍼레이션,6,2.0,70.0,D (부진),매수 보류,927,-15.5,"20일선 > 60일선 (상승 추세), RSI 42.9 (중립 구간)",12.57
001250,GS글로벌,5,4.0,70.0,C (보통),관망 ⭐,2490,-1.39,"RSI 51.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",3.9
036890,진성티이씨,6,2.0,70.0,D (부진),매수 보류,12940,1.33,"20일선 > 60일선 (상승 추세), RSI 51.6 (중립 구간)",5.9
323280,태성,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,40950,55.7,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",7.54
030720,동원수산,6,2.0,70.0,D (부진),매수 보류,6290,-1.56,"20일선 > 60일선 (상승 추세), RSI 49.5 (중립 구간)",4.78
000860,강남제비스코,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,12660,6.48,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 61.4 (상승 모멘텀)",1.87
016880,웅진,5,4.0,70.0,C (보통),관망 ⭐,4005,-11.2,"RSI 50.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",-0.54
000950,전방,5,4.0,70.0,C (보통),관망 ⭐,35400,-6.84,"단기 정배열 (5>20), RSI 56.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐",3.84
034730,SK,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,279500,33.41,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 69.5 (상승 모멘텀)",2.04
086450,동국제약,6,2.0,70.0,D (부진),매수 보류,18040,-5.05,"RSI 49.7 (중립 구간), 거래량 정상 (1.1배), 볼린저 중심선 위",7.28
446540,메가터치,6,2.0,70.0,D (부진),매수 보류,4000,-3.38,"20일선 > 60일선 (상승 추세), RSI 47.5 (중립 구간)",7.68
099320,쎄트렉아이,6,2.0,70.0,D (부진),매수 보류,56900,-20.31,"20일선 > 60일선 (상승 추세), RSI 41.9 (중립 구간)",2.8
000220,유유제약,5,4.0,70.0,C (보통),관망 ⭐,4180,-3.69,"RSI 47.7 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.2배)",4.96
001420,태원물산,5,4.0,70.0,C (보통),관망 ⭐,3380,1.65,"RSI 50.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",32.71
002350,넥센타이어,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,7810,31.48,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",2.73
014130,한익스프레스,5,4.0,70.0,C (보통),관망 ⭐,3320,3.75,"골든크로스 발생 (최근 5일 이내) ⭐, RSI 53.6 (중립 구간), MACD 0선 위 (상승 추세)",4.3
011500,한농화성,5,4.0,70.0,C (보통),관망 ⭐,16060,12.54,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 53.6 (중립 구간)",1.93
006390,한일현대시멘트,5,4.0,70.0,C (보통),관망 ⭐,18010,-4.35,"단기 정배열 (5>20), RSI 43.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐",6.62
026960,동서,5,4.0,70.0,C (보통),관망 ⭐,27750,0.91,"단기 정배열 (5>20), RSI 54.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.94
008040,사조동아원,5,4.0,70.0,C (보통),관망 ⭐,1138,-8.08,"RSI 47.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",5.34
028260,삼성물산,5,4.0,70.0,C (보통),관망 ⭐,228500,20.07,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 63.1 (상승 모멘텀)",4.66
078000,텔코웨어,4,6.0,70.0,B (우수),매수 고려 ⭐⭐,16740,7.51,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 64.5 (상승 모멘텀)",4.03
006730,서부T&D,5,3.5,67.5,C (보통),관망 ⭐,9070,-13.78,"단기 정배열 (5>20), RSI 45.2 (중립 구간), MACD > Signal & 양전환 ⭐⭐",1.49
186230,그린플러스,5,3.5,67.5,C (보통),관망 ⭐,6070,-6.62,"RSI 51.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",0.3
288620,에스퓨얼셀,4,5.5,67.5,B (우수),매수 고려 ⭐⭐,12950,9.38,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 54.7 (중립 구간)",-0.98
212710,아이에스티이,5,3.5,67.5,C (보통),관망 ⭐,9790,-18.14,"20일선 > 60일선 (상승 추세), RSI 42.5 (중립 구간), 거래량 급증 (4.2배) ⭐",1.13
201490,미투온,5,3.5,67.5,C (보통),관망 ⭐,4770,-23.56,"RSI 43.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.3배)",2.95
041460,한국전자인증,5,3.5,67.5,C (보통),관망 ⭐,3720,-8.6,"RSI 48.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",4.91
093520,매커스,5,3.5,67.5,C (보통),관망 ⭐,25400,21.53,"20일선 > 60일선 (상승 추세), RSI 48.1 (중립 구간), MACD 0선 위 (상승 추세)",9.07
200670,휴메딕스,5,3.5,67.5,C (보통),관망 ⭐,48550,-15.57,"RSI 39.2 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",15.73
011150,CJ씨푸드,5,3.5,67.5,C (보통),관망 ⭐,2760,-2.3,"RSI 51.7 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",2.89
356860,티엘비,5,3.5,67.5,C (보통),관망 ⭐,68900,40.61,"20일선 > 60일선 (상승 추세), RSI 58.5 (중립 구간), MACD 0선 위 (상승 추세)",8.33
017510,세명전기,5,3.5,67.5,C (보통),관망 ⭐,10890,15.48,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 51.7 (중립 구간)",5.31
011040,경동제약,5,3.5,67.5,C (보통),관망 ⭐,5830,0.17,"RSI 55.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",1.78
